"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,46,65554000,3,97371000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,38,84086000,3,59018000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,86,25996000,5,78480000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,33,44086000,4,25163000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,51,98673000,5,37856000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,57,24322000,4,61453000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,70,82279000,1,73578000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,34,76506000,4,17604000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,70,66717000,4,46012000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,87,32214000,1,32349000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,65,33660000,2,82412000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,21,11714000,2,26852000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,42,54292000,4,95148000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,75,60163000,5,58199000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,85,85058000,5,41749000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,21,28578000,4,89663000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,81,85225000,4,96325000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,40,57971000,5,45354000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,47,67333000,4,38604000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,67,65487000,2,64553000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,49,56077000,4,29610000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,92,36307000,3,11387000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,69,77372000,1,59361000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,34,71189000,1,68023000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,33,31398000,3,36490000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,47,11538000,2,43787000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,83,62121000,3,66154000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,85,56307000,4,13036000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,86,91431000,4,42666000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,58,84618000,3,49634000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,98,64518000,1,80870000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,25,17195000,1,69750000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,22,63619000,3,86964000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,43,8029000,2,85797000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,77,10629000,5,20598000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,96,40367000,1,50568000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,44,5507000,5,28605000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,65,75957000,5,38486000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,77,45912000,2,70954000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,52,85804000,1,83341000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,46,24507000,4,44401000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,74,32301000,5,11054000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,27,18399000,2,739000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,59,86548000,2,91883000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,35,44943000,4,12519000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,36,83427000,3,80483000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,79,42096000,3,32728000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,72,44898000,4,97210000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,63,41555000,5,60764000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,46,27125000,5,87489000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,38,31825000,3,22911000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,33,62287000,1,98747000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,51,36225000,2,19018000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,94,55739000,2,80700000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,80,63386000,2,17944000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,65,90161000,5,74568000,1,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,3,79,42727000,5,1303000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,83,7521000,4,84717000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,81,70830000,1,86144000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,18,29876000,3,87367000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,46,80180000,1,89497000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,75,77893000,1,86248000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,87,99413000,4,67377000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,57,10503000,4,96842000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,54,5921000,1,9550000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,97,11005000,1,79690000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,53,2326000,1,62844000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,48,41770000,4,99972000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,24,5155000,2,59136000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,60,93399000,1,47669000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,65,7944000,5,80311000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,70,71080000,5,22219000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,63,32482000,3,43509000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,22,96815000,2,20771000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,86,9116000,1,31233000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,98,96627000,5,61581000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,88,21583000,3,9460000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,67,23518000,4,37542000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,83,26965000,4,46947000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,24,86531000,2,20936000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,56,76926000,2,14900000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,44,65110000,5,35799000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,63,25490000,4,78837000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,25,86865000,5,96242000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,91,87882000,1,12672000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,49,81442000,2,56644000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,53,53896000,3,58105000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,75,95221000,1,62756000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,56,21137000,2,54020000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,74,87327000,1,90222000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,75,44285000,2,44723000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,59,78791000,3,63362000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,48,73759000,2,50827000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,18,35723000,2,60503000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,52,59994000,4,92642000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,90,47352000,4,50055000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,71,73274000,4,32153000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,47,77600000,4,5145000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,68,63189000,3,70854000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,19,45759000,2,15017000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,87,25375000,3,16475000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,73,45969000,2,34550000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,80,52640000,5,48353000,3,1
0.06,0.15,0.18,0.21,0.05,0.065,0.35,2,1,62,3161000,4,9786000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,87,87547000,5,41555000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,70,18072000,5,26653000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,65,9183000,1,93892000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,28,72457000,1,94493000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,89,21940000,2,13237000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,58,64831000,5,34052000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,42,45866000,5,7118000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,91,7669000,5,73861000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,49,29173000,2,93458000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,38,97818000,2,39507000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,41,78988000,3,98164000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,97,97272000,5,74297000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,78,76487000,3,64708000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,28,11810000,2,47920000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,31,79665000,3,57966000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,30,40316000,4,33425000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,31,31584000,3,13165000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,20,37480000,4,35130000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,26,2789000,3,83179000,1,3
0.07,0.05,0.05,0.35,0.05,0.01,0.2,1,2,76,13679000,5,1334000,1,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,4,4,61,8597000,2,3477000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,91,17418000,5,33019000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,75,88445000,2,50988000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,62,9778000,2,49681000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,65,32581000,4,9201000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,38,74967000,1,70366000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,47,77299000,2,81952000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,24,85087000,5,17476000,1,4
0.08,0.05,0.09,0.35,0.05,0.02,0.25,1,4,78,26465000,4,5614000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,52,51706000,1,21075000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,18,57173000,4,9269000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,82,37609000,4,70894000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,42,31270000,3,45702000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,37,47168000,2,91525000,1,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,3,83,96247000,5,2058000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,81,78084000,3,16248000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,80,9028000,4,54838000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,28,44176000,1,76423000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,83,72940000,3,21205000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,71,42767000,1,82358000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,43,60260000,4,38022000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,43,62381000,1,28864000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,55,31872000,1,60204000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,65,85196000,3,90084000,2,1
0.06,0.13,0.16,0.26,0.05,0.055,0.34,2,4,83,30341000,3,7132000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,74,33421000,1,62412000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,55,80522000,2,51436000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,34,97605000,5,21355000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,56,79546000,1,82598000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,98,44161000,1,52135000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,67,77212000,3,73395000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,68,6969000,5,67290000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,59,75521000,1,96269000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,32,67745000,3,80094000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,19,46568000,1,96039000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,24,70024000,1,98354000,2,2
0.07,0.05,0.05,0.35,0.05,0.01,0.2,2,2,84,43956000,2,2324000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,83,57447000,5,99247000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,49,96993000,5,75379000,1,3
0.07,0.22,0.26,0.05,0.05,0.095,0.35,2,1,80,90701000,2,19759000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,56,65557000,2,74041000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,73,3839000,3,8744000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,37,76817000,4,59569000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,72,17754000,4,70252000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,60,80211000,1,79961000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,57,56256000,3,23952000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,53,65283000,5,72831000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,63,85704000,5,16826000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,75,30902000,5,67062000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,94,96293000,4,71793000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,34,76986000,3,63545000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,41,95760000,1,64052000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,45,17473000,4,42326000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,64,48589000,3,80919000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,25,92125000,4,4020000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,60,56301000,4,97296000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,86,23602000,4,90403000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,19,91200000,1,19982000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,21,50916000,1,22419000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,21,38232000,3,15976000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,87,89123000,1,17408000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,81,5191000,2,68479000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,96,64930000,5,63995000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,60,72873000,1,65797000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,28,81734000,2,58873000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,38,83061000,3,29354000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,78,52233000,5,27463000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,74,33999000,2,47700000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,23,73689000,2,82953000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,89,54622000,4,36821000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,90,88132000,5,67821000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,95,49442000,4,83749000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,87,82791000,4,55826000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,47,67589000,3,62053000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,23,91346000,3,43146000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,42,64981000,3,97498000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,27,83916000,3,26776000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,21,59742000,2,33677000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,89,32654000,2,29886000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,69,88604000,1,60957000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,62,10106000,1,68674000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,36,13306000,5,91172000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,84,25704000,2,19858000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,18,78072000,3,83849000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,68,2765000,5,3973000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,91,478000,3,94209000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,49,17398000,4,3594000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,68,21233000,4,29821000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,37,21844000,2,44596000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,58,26046000,5,53734000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,88,97994000,1,29178000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,89,91960000,1,34386000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,60,73252000,3,65790000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,35,62636000,5,98562000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,45,47694000,1,9452000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,71,7823000,4,65059000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,74,27434000,5,48976000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,71,22758000,5,9906000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,99,6132000,1,24814000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,63,57745000,2,9480000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,96,98800000,5,70259000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,43,60500000,2,84023000,3,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,58,68808000,2,39917000,1,4
0.08,0.16,0.21,0.15,0.05,0.075,0.35,1,2,77,5049000,4,19368000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,88,31927000,2,93168000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,51,21590000,3,10201000,1,3
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,1,95,21315000,2,1967000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,59,54391000,5,94758000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,49,77436000,2,87754000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,44,96178000,1,62821000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,26,10893000,4,94822000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,70,38403000,2,8064000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,40,340000,1,81404000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,21,76964000,1,93735000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,44,26452000,1,51176000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,99,50071000,1,41502000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,45,88152000,4,95136000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,82,42734000,1,58310000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,54,81437000,3,42440000,1,1
0.07,0.05,0.07,0.35,0.05,0.015,0.23,1,2,80,47938000,1,2798000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,74,7098000,4,32060000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,19,48220000,5,5156000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,42,21230000,4,24612000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,62,48610000,5,90029000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,27,46965000,1,41175000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,38,85701000,1,12939000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,94,13872000,5,31501000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,21,41395000,2,70963000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,79,78258000,2,21949000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,28,41372000,3,5203000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,93,33735000,3,70096000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,37,80415000,5,16888000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,78,94275000,2,72628000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,67,70132000,2,75254000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,24,52173000,3,41429000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,80,45264000,3,4731000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,34,82529000,3,25762000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,59,38301000,4,421000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,19,53799000,2,45251000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,90,89815000,4,40902000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,39,6946000,5,56950000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,48,41978000,1,62977000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,65,79025000,5,25512000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,27,61972000,4,75048000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,53,8858000,2,57654000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,19,57823000,3,57237000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,44,3767000,5,56973000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,75,1314000,4,44169000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,33,40602000,5,76882000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,58,26589000,5,93244000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,25,37330000,3,53360000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,57,80205000,3,36666000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,91,77615000,4,76432000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,44,43153000,2,13202000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,30,52538000,2,52574000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,79,74913000,1,72151000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,23,72002000,2,19254000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,95,26757000,1,45860000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,64,15313000,1,75796000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,71,43067000,3,47966000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,35,76899000,2,11224000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,78,23096000,5,36240000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,69,93059000,3,82446000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,78,57346000,2,44665000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,56,71567000,3,34436000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,42,87647000,1,4017000,2,4
